agency,mode,n_ods,country,operator,status,source_ids,source_titles,source_urls,notes,audit_files
FlixBus-gb,Bus,1,"BE,CZ,DE,FR,NL",FlixBus,access_required,NW_FLIXBUS|NW_FLIX_PARTNER,FlixBus general carriage conditions|FlixBus reseller access,https://global.flixbus.com/terms-and-conditions-of-carriage|https://global.flixbus.com/company/partners/travel-agencies-and-ticket-outlets,Quota-based fare brackets; no public complete monetary matrix verified. Partner access is the official lead.,northwest_fallback
VIAS GmbH,Rail,1,DE,RATH,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_RMV|DACH_NRW|DACH_VRR,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|RMV fare rules, regional matrices and 2026 price list|NRW-Tarif 2026 scope, products and eezy rules|VRR 2026 price table",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.rmv.de/c/de/tickets/regeln/befoerderungsbedingungen-tarifbestimmungen/tarifbestimmungen|https://infoportal.mobil.nrw/nrw-tarif/nrw-tarif-im-ueberblick.html|https://www.vrr.de/fileadmin/user_upload/pdf/service/downloads/Weitere_Broschueren_und_Tarifinformationen/VRR_Preise_2026.pdf,"DTV participation/corpus provides a starting point; select land/local tariff by route, product and travel date. No OD coverage test yet.",dach.json
BusClassic / Weiglein,Bus,1,DE,Weiglein Reisen,not_verified,,,,Operator identity has an official BusClassic site; current route tariff and monetary table not verified.,dach.json
Hamburger Verkehrsverbund (hvv),Bus,1,DE,HVV,ready_to_acquire,DACH_HVV,hvv Gemeinschaftstarif and line-by-line tariff assessment files,https://www.hvv.de/de/gemeinschaftstarif,Current prices and directional line assessment files found; needs boarding/alighting and route mapping.,dach.json
Verkehrsverbund Rhein-Neckar,Bus,1,DE,VRN,ready_to_acquire,DACH_VRN,VRN July 2026 price table and zone-map catalogue,https://www.vrn.de/mam/tickets/tarif/dokumente/2026/vrn_fahrpreistabelle_7_2026.pdf,Current monetary table and zone/rule catalogue found; resolve itinerary tariff zones.,dach.json
Münchner Verkehrs- und Tarifverbund,Bus,1,DE,MVV,ready_to_acquire,DACH_MVV,MVV current ticket and price overview,https://www.mvv-muenchen.de/tickets-abos-preise/rund-um-tickets/ticket-und-preisuebersicht,Current price downloads and zone rules found; resolve itinerary zones and boundary treatment.,dach.json
Gerdes Reisen,Bus,1,DE,Gerdes Reisen,not_verified,,,,No current monetary tariff verified. Recover actual contracted route before checking VEJ/VBN/local fare authority.,dach.json
Verkehrsverbund Oberelbe,Bus,1,"CZ,DE",VVO,published_partial,DACH_VVO,VVO current fare table,https://www.vvo-online.de/doc/VVO-Kleingedrucktes-Anlage-7-Preistabelle-Stand-01-04-2026.pdf,Current price/zone PDFs found; international and boundary products require route-specific checks.,dach.json
Verkehrsgemeinschaft Müritz-Oderhaff,Bus,1,"DE,PL",VMO,identity_unresolved,,,,Current legal/tariff identity behind this agency label not established; inspect feed metadata and actual route.,dach.json
Ingolstadt,Bus,1,DE,VGI,published_partial,DACH_VGI,"VGI price table, tariff stages 1–10",https://www.vgi.de/FileServlet?accesskey=9bb5da9e-7732-4678-8d6b-3fbb64a3e6e5,August 2026 table verified; Ingolstadt alias requires actual VGI stop/line scope.,dach.json
ZVON Oberlausitz-Niederschlesien,Bus,1,"CZ,DE",ZVON,published_partial,DACH_ZVON,ZVON August 2026 tariff amendment with price attachment,https://www.zvon.de/de/details/zvon-tarif-wird-angepasst,"August 2026 price amendment located; attachment, zones and cross-border applicability not acquired.",dach.json
Dänische Staatsbahnen,Rail,1,"DE,DK",DSB,published_partial,NW_DSB_WEST|NW_DSB_EAST,DSB 2026 western Denmark rail fare sheet|DSB 2026 eastern Denmark fare sheet,https://www.dsb.dk/globalassets/priser_og_zoner/2026/prisblade-vest-202601.pdf|https://www.dsb.dk/globalassets/priser_og_zoner/2026/prisblade-ost-202601.pdf,Official 2026 zone tables are public; complete zone mapping and cross-region/international rules are still needed.,northwest_fallback
ELRON,Rail,1,"EE,LV",Elron,ready_to_acquire,EAST_ELRON_2026,"Elron regular single-ticket OD matrices, domestic and Tallinn–Riga",https://elron.ee/sites/default/files/2026-05/Elron_hinnakiri_A2_esteng_%C3%BCksikpilet.pdf,"Domestic, express and international matrices verified. Need model OD, channel and exact matrix selection.",east.json
Euskotren Trena,Rail,1,ES,Euskotren,published_partial,SW_EUSKOTREN,Euskotren general train fare poster — 29 June 2026,https://www.euskotren.eus/sites/default/files/tarifas/Euskotren_Tarifa_Orokorra%2029.06_3.pdf,Current one-page fare PDF found; no extractable text. Price cells require rendering/OCR and QA plus zone/product mapping.,southwest.json
Ebrobus SLU,Bus,1,ES,Ebrobus,identity_unresolved,,,,No official tariff tied to this exact GTFS route verified. Search produced an unrelated riverboat namesake; discard it. Check source agency URL and ALSA/concession identity before acquisition.,southwest.json
València - Alacant/Elx,Bus,1,ES,Unresolved Valencian coach operator,identity_unresolved,,,,"València - Alacant/Elx is a corridor label. Resolve original GTFS agency_url, route and concession; do not assume an operator from geography.",southwest.json
Elx Rodalia,Bus,1,ES,Elx Rodalia,access_required,SW_ELX,Vectalia Elx Rodalia — fare and pass table,https://elxrodalia.vectalia.es/bonos-y-tarifas/,Official Vectalia fare page indexed; direct fetch HTTP 403. Ordinary numeric price and route tariff section remain unverified.,southwest.json
FUENGIROLA,Bus,1,ES,Unresolved Spanish regional bus,identity_unresolved,,,,"FUENGIROLA is a place-like label. Original feed and routes are required before choosing municipal, consortium or commercial fares.",southwest.json
Transporte Público de Galicia,Bus,1,ES,Transporte Público de Galicia,ready_to_acquire,SW_GALICIA,Galicia official 2026 XLSX fare calculator,https://www.bus.gal/sites/w_tpgal/files/faq/2026/01/202601._calculadora_tarifas_ptpg_2026_descuentos_cas.xlsx,"Official 2026 XLSX calculator linked and exact URL verified; workbook parsing, administrative OD mapping and subsidy-date validation still required.",southwest.json
Red de Consorcios de Transporte de Andalucía - Bahía de Cádiz,Bus,1,ES,CTMC Bahía de Cádiz,ready_to_acquire,SW_CADIZ,Bahía de Cádiz transport consortium — interurban fare table,https://siu.cmtbc.es/es/tarifa.php,"Fare table and official crossing matrix available; stop zones, applicable service and fare validity needed.",southwest.json
Álavabus,Bus,1,ES,Álavabus,ready_to_acquire,SW_ALAVABUS,"Álavabus 2026 zone fares, crossing matrix and discounts",https://alavabus.eus/documents/d/alavabus/tarifas-zonales-01-04-2026-1-pdf,Current zone price table and crossing matrix available; line 17/20 use distinct tariff documents.,southwest.json
Tåg i Bergslagen,Bus,1,SE,VR,published_partial,NORDIC_TIB_FIXED_RULES|NORDIC_OREBRO_2026|NORDIC_OREBRO_RAIL_RULES|NW_SWEDEN_ACCESS,Tåg i Bergslagen single-ticket fixed-price rules|Länstrafiken Örebro prices and fare groups|Länstrafiken single tickets and rail validity|Samtrafiken sales data and Access OSDM pricing,https://tagibergslagen.se/biljetter/enkelbiljetter/|https://www.lanstrafiken.se/biljetter/kop-och-anvand-biljett/pris-och-prisgrupp/|https://www.lanstrafiken.se/biljetter/vara-biljetter/enkelresa/|https://www.trafiklab.se/news/2025/2025-01-01-samtrafiken-sales-data-available/,"Swedish TiB fixed fares/authority integration, not Finnish VR tariff. Confirm replacement-trip status; complete single-price table still missing. Swedish sales NeTEx is timetable-only; integrated prices require Samtrafiken Access unless a local table applies.",nordic_details.json|northwest_fallback
Nysse,Bus,1,FI,Nysse,ready_to_acquire,NW_NYSSE,Nysse single ticket table,https://www.nysse.fi/en/tickets-and-fares/single-ticket.html,"Official zone, passenger and sales-medium prices are public; map stops to zones.",northwest_fallback
Blauwnet Keolis,Rail,1,NL,Keolis,ready_to_acquire,NW_NDOV_OTHER_RAIL,"NDOV Arriva, Keolis and Qbuzz rail tariff directories",https://data.ndovloket.nl/tarieven/trein/,NDOV publishes carrier price files; join to the carrier-specific OD tariff units.,northwest_fallback
SNCF,Rail,1,"DE,FR",SNCF,published_partial,SW_SNCF_TGV|SW_SNCF_IC|SW_SNCF_BASE|SW_ALEOP_ECO,"Tarifs TGV INOUI et OUIGO — official OD fare bounds|Tarifs Intercités — daytime and overnight OD fare bounds|SNCF Tarifs voyageurs, volume 6 — base fare coefficients and product rules|Aléop Eco — TER and specified express coaches",https://ressources.data.sncf.com/explore/dataset/tarifs-tgv-inoui-ouigo/export/|https://ressources.data.sncf.com/explore/dataset/tarifs-intercites/table/|https://www.tgvinoui.sncf/file/tarifs-voyageurs|https://aleop.paysdelaloire.fr/tarifs/billet-aleop-eco,"Operator alias may cover TGV, Intercités, TER and international services. National published bounds and limited base rules exist; classify services and join UIC stations. Alias alone is not tariff identity.",southwest.json
SNCF,Bus,1,"DE,FR",SNCF,published_partial,SW_SNCF_BASE|SW_ALEOP_ECO,"SNCF Tarifs voyageurs, volume 6 — base fare coefficients and product rules|Aléop Eco — TER and specified express coaches",https://www.tgvinoui.sncf/file/tarifs-voyageurs|https://aleop.paysdelaloire.fr/tarifs/billet-aleop-eco,Region and actual route/product must be identified. SNCF national coefficients are not universal TER fares; replacement buses may retain the associated rail ticket. Aléop source covers only its specified regional services.,southwest.json
Trains Express Régionaux,Rail,1,"BE,CH,DE,FR,LU",SNCF,published_partial,SW_SNCF_BASE|SW_ALEOP_ECO,"SNCF Tarifs voyageurs, volume 6 — base fare coefficients and product rules|Aléop Eco — TER and specified express coaches",https://www.tgvinoui.sncf/file/tarifs-voyageurs|https://aleop.paysdelaloire.fr/tarifs/billet-aleop-eco,Region and actual route/product must be identified. SNCF national coefficients are not universal TER fares; replacement buses may retain the associated rail ticket. Aléop source covers only its specified regional services.,southwest.json
S-Bahn Hannover,Bus,1,DE,Transdev,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_NIEDERSACHSEN,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|Niedersachsentarif price matrix",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.niedersachsentarif.de/wp-content/uploads/2025/12/Preismatrix_Niedersachsentarif_gueltig_ab_14.12.2025.pdf,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
Mälartåg ersättningstrafik,Bus,1,SE,Transdev,published_partial,NORDIC_MALARTAG_FIXED_RULES|NORDIC_MALARTAG_REGIONAL_RULES|NORDIC_MALARTAG_REPLACEMENT_RULES|NORDIC_UL_2026|NW_SWEDEN_ACCESS,Mälartåg single tickets: fixed-price product|Other single tickets accepted on Mälartåg|Mälartåg FAQ: cancelled departures and replacement service|UL ticket prices and network validity|Samtrafiken sales data and Access OSDM pricing,https://www.malardalstrafik.se/biljetter/maelartaag-enkelbiljett/|https://www.malardalstrafik.se/biljetter/andra-enkelbiljetter-foer-maelartaag/|https://www.malardalstrafik.se/kundservice/vanliga-fraagor/?category=Ers%C3%A4ttning+vid+f%C3%B6rsening|https://www.ul.se/biljetter/vara-biljetter/vara-biljetter/|https://www.trafiklab.se/news/2025/2025-01-01-samtrafiken-sales-data-available/,Designated replacement transport accepts the original ticket; do not create a free bus fare or substitute a generic Transdev tariff. Swedish sales NeTEx is timetable-only; integrated prices require Samtrafiken Access unless a local table applies.,nordic_details.json|northwest_fallback
Bayerische Regiobahn,Bus,1,"AT,DE",Transdev,published_partial,DACH_DTV_PRICES|DACH_DTV_DISTANCES|DACH_DTV_RULES|DACH_MVV,"Deutschlandtarif Teil J: Preisliste|Deutschlandtarif Entfernungswerk: tariff points, distances, routes, equivalences|Deutschlandtarif Teil A: scope, precedence and participating EVUs|MVV current ticket and price overview",https://www.deutschlandtarifverbund.de/wp-content/uploads/2025/12/20251118_J_Preisliste_D-Tarif_Dez.2025.pdf|https://www.bahn.de/agb|https://www.deutschlandtarifverbund.de/wp-content/uploads/2026/06/20260528_A-1-TB-DT-Grundsaetze_Juni2026.pdf|https://www.mvv-muenchen.de/tickets-abos-preise/rund-um-tickets/ticket-und-preisuebersicht,Tariff links are conditional leads: identify ordinary bus versus rail replacement and actual local jurisdiction before pricing.,dach.json
SNCF / TER,Rail,1,"BE,CH,DE,FR,LU",SNCF,published_partial,SW_SNCF_BASE|SW_ALEOP_ECO,"SNCF Tarifs voyageurs, volume 6 — base fare coefficients and product rules|Aléop Eco — TER and specified express coaches",https://www.tgvinoui.sncf/file/tarifs-voyageurs|https://aleop.paysdelaloire.fr/tarifs/billet-aleop-eco,Region and actual route/product must be identified. SNCF national coefficients are not universal TER fares; replacement buses may retain the associated rail ticket. Aléop source covers only its specified regional services.,southwest.json
CAR_HDF_59_3,Bus,1,FR,Hauts-de-France Mobilités,not_verified,SW_HDF,Hauts-de-France Nord coach tariff pages — unresolved price validity,https://arcenciel.hautsdefrance.fr/arcenciel2/ba/TARIFICATION,"Official sector tariff portal found, direct fetch failed; indexed EUR 1/EUR 2 notices conflict. Current document and sector/route join needed.",southwest.json
Aléop Lignes Express régionales,Bus,1,FR,Aléop,published_partial,SW_ALEOP_ECO,Aléop Eco — TER and specified express coaches,https://aleop.paysdelaloire.fr/tarifs/billet-aleop-eco,Eco range and express-route eligibility published; ordinary and Eco OD price matrix still needed. Never use the local Loire-Atlantique flat fare here.,southwest.json
Aléop en Loire-Atlantique,Bus,1,FR,Aléop,ready_to_acquire,SW_ALEOP_LA,Aléop Loire-Atlantique tickets,https://aleop.paysdelaloire.fr/tarifs/tickets-en-loire-atlantique,Local fare is published; exclude express routes 7/12/13 and enforce transfer rules.,southwest.json
LER ! ZOU,Bus,1,FR,ZOU!,published_partial,SW_ZOU,ZOU Express lines 90/92/93/94 — explicit OD fare tables,https://zou.maregionsud.fr/public/media/file/2026-07/zou_tarif_express_90_92_93_94_ac_02062026.pdf,Explicit 2026 matrices for lines 90/92/93/94 found. LER alias route is not identified; other express lines require their own table.,southwest.json
Cars Régionaux 87 - Haute Vienne,Bus,1,FR,Nouvelle-Aquitaine Mobilités,ready_to_acquire,SW_NOUVELLE_AQUITAINE,Nouvelle-Aquitaine regional coach fares,https://transports.nouvelle-aquitaine.fr/tarifs-et-achat/tarifs-cars-regionaux,Regional coach price table available; map Haute-Vienne route and validate exceptions/time-based transfer entitlement.,southwest.json
Great Western Railway,Bus,1,UK,FirstGroup,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Thameslink,Bus,1,UK,DFTO,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Grand Union Trains,Rail,1,UK,FirstGroup,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper.",northwest_fallback
Aircoach,Bus,1,"IE,UK",FirstGroup,retail_only,NW_AIRCOACH,Aircoach fare-table access and ticket conditions,https://www.aircoach.ie/terms-and-conditions,"Official terms say route fare tables exist for inspection, but no complete downloadable table was verified.",northwest_fallback
London North Eastern Railway,Bus,1,UK,DFTO,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Preston Bus,Bus,1,UK,Rotala,ready_to_acquire,NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,"England local-bus fares are published as OGL NeTEx; match the exact operator, service and stop IDs.",northwest_fallback
Arriva Yorkshire,Bus,1,UK,Arriva,ready_to_acquire,NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,"England local-bus fares are published as OGL NeTEx; match the exact operator, service and stop IDs.",northwest_fallback
Stagecoach Yorkshire,Bus,1,UK,Stagecoach,ready_to_acquire,NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,"England local-bus fares are published as OGL NeTEx; match the exact operator, service and stop IDs.",northwest_fallback
Stagecoach South West,Bus,1,UK,Stagecoach,ready_to_acquire,NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,"England local-bus fares are published as OGL NeTEx; match the exact operator, service and stop IDs.",northwest_fallback
Stagecoach Merseyside and South Lancashire,Bus,1,UK,Stagecoach,ready_to_acquire,NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,"England local-bus fares are published as OGL NeTEx; match the exact operator, service and stop IDs.",northwest_fallback
ScotRail,Rail,1,UK,ScotRail,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper.",northwest_fallback
TransPennine Express,Bus,1,UK,DFTO,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Transport for Wales,Bus,1,UK,Transport for Wales,access_required,NW_GB_RSP|NW_GB_SPEC,"RDG industry fares, routeing and timetable data|RDG Fares and Associated Data Feed Specification RSPS5045",https://www.raildeliverygroup.com/our-services/essential-services/rail-data.html|https://www.raildeliverygroup.com/files/Publications/services/rsp/RSPS504502-00FaresandAssociatedDataFeedInterfaceSpecification.pdf,"Use the shared GB fares, restrictions and routeing delivery rather than an operator-page scraper. This bus-labelled row may be replacement transport; verify ticket acceptance and service identity.",northwest_fallback
Arriva,Bus,1,"DE,NL,UK",Arriva,identity_unresolved,NW_NDOV_BUS|NW_UK_BUS_BODS,NDOV bus tariff bundles and zones|DfT Bus Open Data Service: fare datasets in NeTEx,https://data.ndovloket.nl/tarieven/|https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,The generic label spans countries and tariff authorities; resolve the exact feed/operator/service first.,northwest_fallback
JH Coaches,Bus,1,UK,JH Coaches,ready_to_acquire,NW_UK_BUS_BODS,DfT Bus Open Data Service: fare datasets in NeTEx,https://findtransportdata.dft.gov.uk/dataset/bus-open-data---download-all-fare-data-18336000460,"England local-bus fares are published as OGL NeTEx; match the exact operator, service and stop IDs.",northwest_fallback
TRAINOSE SA,Rail,1,EL,Hellenic Train,retail_only,EAST_HELLENIC_RETAIL,Hellenic Train FAQ — official fare lookup and purchase rules,https://www.hellenictrain.gr/en/faq/,Alias resolved through supplied operator mapping; current general public price table not verified.,east.json
HZZP,Rail,1,"AT,DE,HR,SI",HŽPP,published_partial,EAST_HZPP_PRICE_2025|EAST_HZPP_DISTANCES,HŽPP Tarifa 103 — domestic passenger prices|HŽPP Tarifa 102 — station tariff distances and calculation instructions,https://www.hzpp.hr/api/v1/repository/download/f5a12a93-7b40-4df0-a3b6-7e858c6f9d86|https://www.hzpp.hr/api/v1/repository/download/86df1bd5-8651-4cdf-8ca3-d59aba91bf89,"Domestic tables cannot cover an international itinerary without separate product/foreign portions. Current HŽPP SCIC link opens a 2010 edition, not evidence of current prices.",east.json
HŽ Putnicki prijevoz,Rail,1,HR,HŽPP,published_partial,EAST_HZPP_PRICE_2025|EAST_HZPP_DISTANCES,HŽPP Tarifa 103 — domestic passenger prices|HŽPP Tarifa 102 — station tariff distances and calculation instructions,https://www.hzpp.hr/api/v1/repository/download/f5a12a93-7b40-4df0-a3b6-7e858c6f9d86|https://www.hzpp.hr/api/v1/repository/download/86df1bd5-8651-4cdf-8ca3-d59aba91bf89,"Price and tariff-distance inputs exist, but distance-PDF version discrepancy needs resolution.",east.json
VD-EXPRESS,Bus,1,IT,VD-EXPRESS,identity_unresolved,,,,Candidate vdexpress.net advertises Ukraine–Italy route starting prices; exact GTFS identity and Italy-only travel eligibility unverified. No assignable tariff acquired.,southwest.json
Diamant Travel,Bus,1,IT,Diamant Travel,identity_unresolved,,,,Search found multiple namesakes and intermediary international routes. No primary fare publication securely matched to this GTFS agency.,southwest.json
LOGUDORO TOURS S.R.L.,Bus,1,IT,Logudoro Tours,not_verified,,,,Airport/ENAC material identifies logudorotours.it as operator site; site timed out. Current ordinary route price table not verified; do not replace with third-party 'from' prices.,southwest.json
LTG Link,Rail,1,"LT,LV",LTG Link,published_partial,EAST_LTG_RIGA_PRICES|EAST_LTG_INTERNATIONAL_RULES,LTG Link Vilnius–Riga page with embedded published fare graphic|LTG Link international rules and referenced fare Appendix 1,https://ltglink.lt/vilnius-ryga|https://ltglink.lt/tarptautinio-vezimo-salygos-ir-taisykles,"Published Riga graphic and Appendix 1 located; numeric extraction/version validation remain, with dynamic offers separate.",east.json
CFL,Rail,1,"BE,DE,LU",CFL,ready_to_acquire,NW_CFL,CFL domestic second-class zero fare,https://www.cfl.lu/en-gb/app/national,Domestic Luxembourg second class has an explicit zero-fare rule; international and first class are separate.,northwest_fallback
Go-Ahead Norge AS,Rail,1,NO,Go-Ahead Norge,published_partial,NORDIC_GO_AHEAD_RETAIL|NORDIC_KOLUMBUS_CURRENT|NORDIC_KOLUMBUS_GOAHEAD|NW_ENTUR,Go-Ahead Nordic booking website|Kolumbus single-ticket prices and validity|Kolumbus confirms Go-Ahead operation of Jærbanen|Entur Offers API and offline data guide,https://go-aheadnordic.no/|https://www.kolumbus.no/Billetter/-priser-og-produkter/enkeltbillett/|https://www.kolumbus.no/reise/rutetabeller/tog/|https://developer.entur.org/pages-offers-docs-search-guide-v2/,Concrete Kolumbus prices for Jærbanen local trains. General/long-distance source remains retail/access unresolved; exact marginal OD location unverified. Entur Offers is the official pricing route; access/scope must be obtained for the specific operator/product.,nordic_details.json|northwest_fallback
VY Bus4You,Bus,1,"DK,NO,SE",Vy,access_required,NORDIC_VY_COACH_RULES|NW_ENTUR,Vy express coach pricing and purchase rules|Entur Offers API and offline data guide,https://www.vybuss.com/buy-tickets-online/|https://developer.entur.org/pages-offers-docs-search-guide-v2/,Commercial departure-dependent dynamic coach fares confirmed; no public full price dataset or API acquired. Entur Offers is the official pricing route; access/scope must be obtained for the specific operator/product.,nordic_details.json|northwest_fallback
PolRegio,Bus,1,"DE,PL",Polregio,published_partial,EAST_POLREGIO_TPR_2026,POLREGIO current TPR and regulation download index,https://polregio.pl/pl/dla-podroznych/pomoc/przepisy-taryfy-ulgi/,Establish replacement/through-ticket status from actual bus route before applying rail tariff; no independent bus fare assumed.,east.json
PKP Intercity,Bus,1,PL,PKP,not_verified,EAST_PKP_DOMESTIC_CANDIDATE,PKP Intercity Cennik usług przewozowych — domestic base-fare publication candidate,https://www.intercity.pl/pl/dokumenty/Przepisy%20i%20taryfy/Cennik_uslug_przewozowch_PKP_Intercity_od_01.09.25.pdf,"Rail-replacement or separate coach role not verified; do not assign a separate fare, free fare or rail table from agency label alone.",east.json
Łódzka Kolej Aglomeracyjna,Rail,1,PL,ŁKA,published_partial,EAST_LKA_PLUS_2026,ŁKA Taryfa Województwa Łódzkiego PLUS monetary tables and eligible sections,https://lka.lodzkie.pl/_data/OFERTY/2026/za%C5%82%C4%85cznik%20do%20oferty%20-%20Taryfa%20Wojew%C3%B3dztwa%20%C5%81%C3%B3dzkiego%20PLUS%20od%2014.06.2026.pdf,PLUS table is calculable within its section/product scope; match actual model OD and baseline/offer eligibility.,east.json
InterRegional Călători,Rail,1,RO,InterRegional Călători,published_partial,EAST_IRC_PUBLISHED_2025|EAST_IRC_CURRENT_PAGE,InterRegional Călători Regio/Regio-Express fare table in public institutional contract|InterRegional Călători current Tarife page,https://dgaspc3.ro/wp-content/uploads/AA-nr.2-SC-INTERREGIONAL-CALATORI-2025.pdf|https://interregional.ro/ro/prices,Public 2025 monetary scan exists but current edition and applicability require verification; operator page returned loading shell.,east.json
Snälltåget,Bus,1,"DE,DK,SE",Snälltåget,retail_only,NW_SNALLTAGET,Snälltåget fare categories and ticket rules,https://www.snalltaget.se/en/terms-and-conditions,Departure-specific seat/berth/compartment price; public rules do not provide a full monetary OD matrix.,northwest_fallback
SJ Nord,Rail,1,NO,SJ,published_partial,NORDIC_SJNORD_DYNAMIC|NORDIC_SJNORD_ATB|NORDIC_ATB_CURRENT|NW_SWEDEN_ACCESS,SJ NORD pricing and sales-channel FAQ|SJ NORD and AtB integration in zone A|AtB single-ticket monetary tables|Samtrafiken sales data and Access OSDM pricing,https://www.sj.no/sporsmal-og-svar/|https://www.sj.no/reisekategorier/atb/|https://www.atb.no/billetter/enkeltbillett/|https://www.trafiklab.se/news/2025/2025-01-01-samtrafiken-sales-data-available/,Dynamic long-distance fares via Entur; current AtB table applies to eligible zone-A train travel only. Exact marginal OD location unverified. Swedish sales NeTEx is timetable-only; integrated prices require Samtrafiken Access unless a local table applies.,nordic_details.json|northwest_fallback
